id	filename	md5	size
d798d1ca-8f82-462b-822c-63c094bc48ef	TARGET-ALL-P3_clinicalData_PUBLIC_20220119.tar.gz	9b6e68c4bba90df7f19f8fbc9f76b1b2	44188
0d4b37e2-6796-4dfd-bd35-f3c65dcd58ed	TARGET-ALL-P3_copyNumberArray_Level3Data_PUBLIC_20220119.tar.gz	01b05e54d87cbf13efb2de50d3ed0af5	17836
7dc54d24-b51d-4007-9fcd-28ba8802d10f	TARGET-ALL-P3_copyNumberArray_Metadata_PUBLIC_20220119.tar.gz	f478d310776521303c6f524a3eb97366	19966
d6b46e39-79b9-42b4-935b-bb992c8e6e61	TARGET-ALL-P3_methylationArray_Level2Data_PUBLIC_20220119.tar.gz	c226bd74f4a923401f5cb628fd7b5615	239605780
e9fe0c92-3514-4e40-92c7-b37a077bb375	TARGET-ALL-P3_methylationArray_Metadata_PUBLIC_20220119.tar.gz	80a08f54e91e0f82575b1604d72115cf	16289
fc5e5aba-ccdd-482b-a336-fe57ad91f172	TARGET-ALL-P3_miRNA-seq_Level3Data_PUBLIC_20220119.tar.gz	e7bbfb7a2713d44f8f9d0cffa0337b6a	2416380
c93b662a-c3bf-482f-a8ee-7626b5a87349	TARGET-ALL-P3_miRNA-seq_Metadata_PUBLIC_20220119.tar.gz	acf5508a86cb6e310084116bdf66013a	9039
5cd31eae-03ed-46f5-939b-92ed0bc07ab3	TARGET-ALL-P3_mRNA-seq_Level3Data_PUBLIC_20220119.tar.gz	ee93c546ed4a320076c336ced3841c0a	392986509
aef54df6-55cf-4240-a002-0190e1d6332e	TARGET-ALL-P3_mRNA-seq_Metadata_PUBLIC_20220119.tar.gz	1ad8f1e6a54f1e5f01233d6a82e461e7	23623
ff627ab3-1bcb-4204-8699-80eb554fd47e	TARGET-ALL-P3_SampleMatrix_PUBLIC_20220119.tar.gz	12e92795b7e847881e96b1e06fb50fa1	107937
b96fffac-964b-4fc6-bf0d-af59dcbeea83	TARGET-ALL-P3_WGS_Metadata_PUBLIC_20220119.tar.gz	2a06bac8066912dd073ce21469d0059f	24892
2f2d0246-f30e-4293-bc14-e0da1337d1d6	TARGET-ALL-P3_WXS_Design_PUBLIC_20220119.tar.gz	0e910bb32a443a230c70188714118c23	1210615
0071e5b0-48d2-4be5-8533-469658fb517a	TARGET-ALL-P3_WXS_Level4Data_PUBLIC_20220119.tar.gz	cebcfa8b1119b82bf7853da5acb4bdf3	58963
b2d9fbb0-e832-4051-9dbc-bcf3f2ebd188	TARGET-ALL-P3_WXS_Metadata_PUBLIC_20220119.tar.gz	9a20e6718bde8b8c4a97ad5d3ec8563e	16563
