id	filename	md5	size
d8cdb0cf-6f1c-495f-a5bf-9e622510737f	TARGET-NBL_clinicalData_PUBLIC_20220203.tar.gz	d7ad89e6e4735f450f25132102eb1d11	222538
af0b2d0e-cf91-49f4-9247-68e6baad9227	TARGET-NBL_copyNumberArray_Design_PUBLIC_20220203.tar.gz	a495ff40305938ee34b813a29352c46e	355878760
91874238-78c2-4d2a-b30a-84d133312475	TARGET-NBL_copyNumberArray_Level3Data_PUBLIC_20220203.tar.gz	8a3219c8e8115dee0d07479aa09cd098	9682345
3010e6d7-8ef7-44ad-a2d9-8b2cc112fc2b	TARGET-NBL_copyNumberArray_Metadata_PUBLIC_20220203.tar.gz	66d7a516ec81089fa6cbfc74a8e9671e	52167
307b446a-99e3-4558-afee-36405035c7a0	TARGET-NBL_geneExpressionAray_Level3Data_PUBLIC_20220203.tar.gz	921a7218c6fcebdd3e1716892f08a7bb	772297628
9c7fdeb6-aee6-482c-aea5-1034924e352b	TARGET-NBL_geneExpressionAray_Metadata_PUBLIC_20220203.tar.gz	44b54fbfb2c9e9142b5e740732cb7e88	97441
6f2c65bb-53d3-434c-9f4d-845a4e546967	TARGET-NBL_MappingInfo_PUBLIC_20220203.tar.gz	e3a73db1357300fbd21c8cd076699312	3644
44bd1dd2-34c2-4cf4-8a9c-b3fe8c29f410	TARGET-NBL_methylationArray_Level2Data_PUBLIC_20220203.tar.gz	9d048d14c9da2620ec1eda2a568e0c2e	2242280828
2d2c1391-5463-462b-9aa6-bc7940242ba4	TARGET-NBL_methylationArray_Level3Data_PUBLIC_20220203.tar.gz	a920fb399755fd3fb08409e40b04a517	2306388768
b76cb501-c5cb-4361-9e7e-69054b5fb349	TARGET-NBL_methylationArray_Metadata_PUBLIC_20220203.tar.gz	59f626270098579c8808bd87901cc894	85495
6e8f2647-273b-458d-b1ca-0765b73d47de	TARGET-NBL_miRNAseq_Level3Data_PUBLIC_20220203.tar.gz	0712a577de56d554ecc84f38b41dbabe	15871657
93177df7-b080-4495-b60c-29cf84e64b78	TARGET-NBL_miRNAseq_Metadata_PUBLIC_20220203.tar.gz	d96e0906247b4a5a5d403d3134f54e99	16661
01030f4a-32f9-4ccf-9a43-8f0a001ef45a	TARGET-NBL_mRNAseq_Level3Data_PUBLIC_20220203.tar.gz	0b2b955ba6de90e1294557ce13af15bf	1930185497
f57cc755-757d-4f4c-be18-a299d197ddab	TARGET-NBL_mRNAseq_Metadata_PUBLIC_20220203.tar.gz	4d4c61c95704f63f27dcd20894c6c0e7	23373
7cb44470-03c6-46fb-9293-f38ebc61d65b	TARGET-NBL_SampleMatrix_PUBLIC_20220203.tar.gz	bc6aa594cf76b918c7433739c498ba64	320156
d6bbe8b8-822a-4353-b523-af75daf2be54	TARGET-NBL_targetedCaptureSequencing_Design_PUBLIC_20220203.tar.gz	9227dd83dde08b9d9535a62342e5b41c	99186
eb50e712-4ae1-48cd-affb-61a8e7bd068e	TARGET-NBL_targetedCaptureSequencing_Level3Data_PUBLIC_20220203.tar.gz	856c4681100fa2f61a0da58afa8ea904	16450283664
bb6b343e-f92c-4726-b685-b0fa6576435c	TARGET-NBL_targetedCaptureSequencing_Metadata_PUBLIC_20220203.tar.gz	c830677461b551dd94563bf40be6ef13	146829
c29668ce-23e2-489e-8547-e4618d4ebe7a	TARGET-NBL_WGS_Level3Data_PUBLIC_20220203.tar.gz	43701985c5baf21d502b25f1df5fd7d0	4374370
b96c8bf4-d54d-4629-978c-ca40034a6dec	TARGET-NBL_WGS_Level4Data_PUBLIC_20220203.tar.gz	d015e65b14c21fba951c458e78fb4d01	203107588
55d46f85-4a61-43fc-8f43-45de8225f2e6	TARGET-NBL_WGS_Metadata_PUBLIC_20220203.tar.gz	7a4415847af8bab1729b0c1213c6bbf8	86545
fafd992a-c6ed-4ddb-b636-d25ac99b3d48	TARGET-NBL_WXS_Level3Data_PUBLIC_20220203.tar.gz	7966f43824a1e4714f7d9e787d5bcaa3	1028581
c89bd655-009a-4a28-bf95-ce1d411a311e	TARGET-NBL_WXS_Metadata_PUBLIC_20220203.tar.gz	1ea87fc9a238bea5be55f193a1994626	44466
