id	filename	md5	size
b98c2326-a1bb-4be6-831d-dd2810e45ae4	TARGET-ALL-P1_and_TARGET-ALL-P2_WGS_Level3Data_PUBLIC_20211217.tar.gz	1fec9e0f530893373b17eca21edc108a	8194182
abd08770-480c-4bde-a64b-dd9e9b00ebcd	TARGET-ALL-P1_and_TARGET-ALL-P2_WGS_Level4Data_PUBLIC_20211217.tar.gz	6a1f462e4237c3c5c3c314e126f13d6e	716451285
942e0395-783b-4fd4-abc8-47586c9e2caa	TARGET-ALL-P1_and_TARGET-ALL-P2_WGS_Metadata_PUBLIC_20211217.tar.gz	a23bdf0560fb1359ce1a989a0c553754	260922
618e74e2-ad29-449b-8a63-4019f67b7406	TARGET-ALL-P1_CGI_READMES_PUBLIC_20220301.tar.gz	2405b8a7d18d4c4d7432b65d414441cb	10719987
0a50fab0-86e8-482c-9e78-e88feee76d69	TARGET-ALL-P1_copyNumberArray_Level3Data_PUBLIC_20211215.tar.gz	90fac8e001349488ea9bbcbe2365a0d8	167725
a804d708-8a8b-4f39-98bd-603fb1ad0745	TARGET-ALL-P1_copyNumberArray_Level4Data_PUBLIC_20211215.tar.gz	8e870d501a04b17ba95057a298ae0685	83833
1e103c42-1539-47c0-8a11-0dba3f01de21	TARGET-ALL-P1_copyNumberArray_Metadata_PUBLIC_20211215.tar.gz	5360cde21b5acaf6f65120852e293e84	308453
412d7fab-2e5c-4233-9ca5-b1b1bd2d3b08	TARGET-ALL-P1_geneExpressionArray_Level1Data_PUBLIC_20211215.tar.gz	0ae9903a60df60a17449e3d2c7d90b20	920843259
7244d9b3-cd00-49dc-b5cd-75976a4f33c0	TARGET-ALL-P1_geneExpressionArray_Level2Data_PUBLIC_20211215.tar.gz	10da48379c331da3af4c5427f6046551	122054182
856182a9-7e8d-449a-a64f-48b6e8235642	TARGET-ALL-P1_geneExpressionArray_Level3Data_PUBLIC_20211215.tar.gz	b926e2415fba6fae1046447c4ac71c3c	67116964
0eac56d9-5581-4cbc-a618-a148d3c7a8c4	TARGET-ALL-P1_geneExpressionArray_Level4Data_PUBLIC_20211216.tar.gz	565cbd9bc712bb53bf0fd1195b62cd21	1276502
00cfced6-3b68-4fd3-8bfb-f9fa2ce0aa6a	TARGET-ALL-P1_geneExpressionArray_Metadata_PUBLIC_20211215.tar.gz	d0b2c6c16a2a67a754d730517df7046f	199609
769849ea-505c-454f-a642-00dd49bd8242	TARGET-ALL-P1_kinome_Metadata_PUBLIC_20211216.tar.gz	0b05bfd188529331caee9e2f4cabfbc9	5211
da3ccaca-b5a5-4dee-8edb-5371e41ef6c4	TARGET-ALL-P1_MappingInfo_PUBLIC_20211217.tar.gz	9a285004f9e722b3b0cdf51808cda72b	1699
911fbfb4-7b2b-4773-a0e2-880a1b0929b0	TARGET-ALL-P1_mRNAseq_Level3Data_PUBLIC_20211216.tar.gz	f6e9d8d855345914398e71f20cc0dbb1	108906141
938858c7-68a5-44e1-bfb0-c3a28105632a	TARGET-ALL-P1_mRNAseq_Metadata_PUBLIC_20211216.tar.gz	8f419e1f08966df5f395479a5630c893	7205
c5b8499d-8777-4ad5-bb6b-48cfeca68aed	TARGET-ALL-P1_SampleMatrix_PUBLIC_20211217.tar.gz	8a869369a3ecbb0f65098c3543ff6d84	61181
