id	filename	md5	size
ccc9aae6-4171-4b0b-a811-e08c15259e90	TARGET-RT_bisulfiteSeq_Metadata_PUBLIC_20220209.tar.gz	6a1bb3af2de33df31d3edf32bd12cbf3	8968
4bc38388-d5a0-4868-b18d-0ed352cd21f0	TARGET-RT_ChIPSeq_Metadata_PUBLIC_20220209.tar.gz	501dd270f7de6795d7464ada87bcc573	12724
bb6de296-067a-484f-a429-6bde8ca1c3db	TARGET-RT_clinicalData_PUBLIC_20220209.tar.gz	1fd2e77b035cac0813550a51399b9a99	69692
2dd13c72-9ddc-4023-a725-849948aa6ed7	TARGET-RT_methylationArray_Level2Data_PUBLIC_20220209.tar.gz	e2a51d619db28803f7e872db48faf39e	765597496
9b6735fa-0456-4a76-9bf7-223ab3db1c1a	TARGET-RT_methylationArray_Metadata_PUBLIC_20220209.tar.gz	0225c54dd3e0a811eddada90edf7d319	6292
d6da7f1c-08db-45f8-be9d-d5a1230d2321	TARGET-RT_miRNAseq_Level3Data_PUBLIC_20220209.tar.gz	f10f2989ad60142df0901d9e9b0ec0a1	4968343
1816a938-4e52-4755-ad64-5b03f8dec6fe	TARGET-RT_miRNAseq_Metadata_PUBLIC_20220209.tar.gz	a08a0abb026a6bb4f2f6fde0506022a2	12079
9e7e21a8-9709-444e-b533-df4aba36264c	TARGET-RT_mRNAseq_Level3Data_PUBLIC_20220209.tar.gz	ccdb45eb6629ffc7863cd380e3231ff0	553225592
b08fbe74-2148-49c5-bd8d-ab53eb643a82	TARGET-RT_mRNAseq_Metadata_PUBLIC_20220209.tar.gz	9e51f97d997da60489e5d10dad415293	20489
5c1fb033-108b-4fb9-9043-0d3d1beccfcc	TARGET-RT_SampleMatrix_PUBLIC_20220209.tar.gz	f666ec706926f4436f22c03dded29922	70675
bafe424f-0284-4fd7-86ed-3aa30ba73a87	TARGET-RT_WGS_Metadata_PUBLIC_20220209.tar.gz	fe20f630db15e479da32db638827d34d	19309
